SYMBOL	ALIAS	HGNC	ENTREZ
RCOR1	RCOR	17441	23186
RCOR1	RCOR1	17441	23186
RCOR2	RCOR2	27455	283248
RCOR3	FLJ10876	25594	55758
RCOR3	RCOR3	25594	55758
RCSD1	MK2S4	28310	92241
RCSD1	MGC21854	28310	92241
RCSD1	CapZIP	28310	92241
RCSD1	RCSD1	28310	92241
RCVRN	RCV1	9937	5957
RCVRN	RCVRN	9937	5957
RD3	LCA12	19689	343035
RD3	C1orf36	19689	343035
RD3	RD3	19689	343035
RD3L	TDRD9AS1	40912	647286
RD3L	TDRD9-AS1	40912	647286
RD3L	RD3L	40912	647286
RDH10	SDR16C4	19975	157506
RDH10	RDH10	19975	157506
RDH10-AS1	RDH10-AS1	51658	101926926
RDH11	MDT1	17964	51109
RDH11	SDR7C1	17964	51109
RDH11	ARSDR1	17964	51109
RDH11	RDH11	17964	51109
RDH12	FLJ30273	19977	145226
RDH12	SDR7C2	19977	145226
RDH12	LCA13	19977	145226
RDH12	RP53	19977	145226
RDH12	RDH12	19977	145226
RDH13	SDR7C3	19978	112724
RDH13	RDH13	19978	112724
RDH14	SDR7C4	19979	57665
RDH14	RDH14	19979	57665
RDH16	RODH-4	29674	8608
RDH16	SDR9C8	29674	8608
RDH16	RDH16	29674	8608
RDH5	HSD17B9	9940	5959
RDH5	SDR9C5	9940	5959
RDH5	RDH1	9940	5959
RDH5	RDH5	9940	5959
RDH8	PRRDH	14423	50700
RDH8	SDR28C2	14423	50700
RDH8	RDH8	14423	50700
RDM1	MGC33977	19950	201299
RDM1	RAD52B	19950	201299
RDM1	RDM1	19950	201299
RDM1P1	RDM1P1	53917	112577465
RDM1P2	RDM1P2	53918	112577466
RDM1P3	RDM1P3	53919	100418928
RDM1P4	RDM1P4	53920	112577467
RDM1P5	RDM1P5	53921	100131347
RDX	DFNB24	9944	5962
RDX	RDX	9944	5962
RDXP1	RDXP1	9945	643244
RDXP2	RDXP2	9946	5964
RDXP3	RDXP3	54912	100132076
REC114	LOC283677	25065	283677
REC114	FLJ27520	25065	283677
REC114	FLJ36860	25065	283677
REC114	FLJ44083	25065	283677
REC114	CT147	25065	283677
REC114	C15orf60	25065	283677
REC114	REC114	25065	283677
REC8	Rec8p	16879	9985
REC8	kleisin-alpha	16879	9985
REC8	REC8L1	16879	9985
REC8	REC8	16879	9985
RECK	hRECK	11345	8434
RECK	ST15	11345	8434
RECK	RECK	11345	8434
RECQL	RecQ1	9948	5965
RECQL	RecQL1	9948	5965
RECQL	RECQL	9948	5965
RECQL4	RecQ4	9949	9401
RECQL4	RECQL4	9949	9401
RECQL5	RecQ5	9950	9400
RECQL5	FLJ90603	9950	9400
RECQL5	RECQL5	9950	9400
REELD1	REELD1	53638	345051
REEP1	FLJ13110	25786	65055
REEP1	SPG31	25786	65055
REEP1	Yip2a	25786	65055
REEP1	C2orf23	25786	65055
REEP1	REEP1	25786	65055
REEP2	SGC32445	17975	51308
REEP2	SPG72	17975	51308
REEP2	Yip2d	17975	51308
REEP2	C5orf19	17975	51308
REEP2	REEP2	17975	51308
REEP3	Yip2b	23711	221035
REEP3	C10orf74	23711	221035
REEP3	REEP3	23711	221035
REEP4	FLJ22246	26176	80346
REEP4	FLJ22277	26176	80346
REEP4	PP432	26176	80346
REEP4	Yip2c	26176	80346
REEP4	C8orf20	26176	80346
REEP4	REEP4	26176	80346
REEP5	TB2	30077	7905
REEP5	D5S346	30077	7905
REEP5	Yip2e	30077	7905
REEP5	POB16	30077	7905
REEP5	C5orf18	30077	7905
REEP5	REEP5	30077	7905
REEP6	DP1L1	30078	92840
REEP6	FLJ25383	30078	92840
REEP6	Yip2f	30078	92840
REEP6	C19orf32	30078	92840
REEP6	REEP6	30078	92840
REG1A	PSPS	9951	5967
REG1A	PSPS1	9951	5967
REG1A	REG	9951	5967
REG1A	REG1A	9951	5967
REG1B	PSPS2	9952	5968
REG1B	REGH	9952	5968
REG1B	REGI-BETA	9952	5968
REG1B	REG1B	9952	5968
REG1CP	REG1P	9953	5969
REG1CP	REG1CP	9953	5969
REG3A	REG-III	8601	5068
REG3A	REG3	8601	5068
REG3A	PBCGF	8601	5068
REG3A	REG3A	8601	5068
REG3G	UNQ429	29595	130120
REG3G	LPPM429	29595	130120
REG3G	PAP1B	29595	130120
REG3G	REG3G	29595	130120
REG4	REG-IV	22977	83998
REG4	RELP	22977	83998
REG4	GISP	22977	83998
REG4	REG4	22977	83998
REL	I-Rel	9954	5966
REL	c-Rel	9954	5966
REL	HIVEN86A	9954	5966
REL	REL	9954	5966
RELA	p65	9955	5970
RELA	NFKB3	9955	5970
RELA	RELA	9955	5970
RELA-DT	RELA-DT	54185	105369347
RELB	REL-B	9956	5971
RELB	RELB	9956	5971
RELCH	HsT885	29289	57614
RELCH	HsT3308	29289	57614
RELCH	FLJ33841	29289	57614
RELCH	KIAA1468	29289	57614
RELCH	RELCH	29289	57614
RELL1	RELL1	27379	768211
RELL2	FLJ90583	26902	285613
RELL2	C5orf16	26902	285613
RELL2	RELL2	26902	285613
RELN	RL	9957	5649
RELN	PRO1598	9957	5649
RELN	RELN	9957	5649
RELT	FLJ14993	13764	84957
RELT	TNFRSF19L	13764	84957
RELT	RELT	13764	84957
REM1	GES	15922	28954
REM1	REM	15922	28954
REM1	REM1	15922	28954
REM2	FLJ38964	20248	161253
REM2	REM2	20248	161253
REN	REN	9958	5972
RENBP	RNBP	9959	5973
RENBP	RENBP	9959	5973
RENO1	RENO1	54096	119545628
REP15	RAB15EP	33748	387849
REP15	REP15	33748	387849
REPIN1	RIP60	17922	29803
REPIN1	AP4	17922	29803
REPIN1	H_DJ0584D14.12	17922	29803
REPIN1	Zfp464	17922	29803
REPIN1	ZNF464	17922	29803
REPIN1	REPIN1	17922	29803
REPIN1-AS1	REPIN1-AS1	41201	105375563
REPS1	REPS1	15578	85021
REPS2	REPS2	9963	9185
RER1	RER1	30309	11079
RERE	KIAA0458	9965	473
RERE	DNB1	9965	473
RERE	ATN2	9965	473
RERE	ATN1L	9965	473
RERE	RERE	9965	473
RERE-AS1	RERE-AS1	40501	102724552
REREP1Y	REREP1Y	38795	105377240
REREP2Y	REREP2Y	38796	105377243
REREP3	REREP3	38797	646396
RERG	MGC15754	15980	85004
RERG	RERG	15980	85004
RERG-AS1	RERG-AS1	39990	100873980
RERG-IT1	RERG-IT1	39991	100874290
RERGL	FLJ22655	26213	79785
RERGL	RERGL	26213	79785
RESF1	FLJ20696	25559	55196
RESF1	FLJ10652	25559	55196
RESF1	UTA2-1	25559	55196
RESF1	GET	25559	55196
RESF1	C12orf35	25559	55196
RESF1	KIAA1551	25559	55196
RESF1	RESF1	25559	55196
RESP18	RESP18	33762	389075
REST	NRSF	9966	5978
REST	XBR	9966	5978
REST	DFNA27	9966	5978
REST	REST	9966	5978
RET	CDHF12	9967	5979
RET	RET51	9967	5979
RET	CDHR16	9967	5979
RET	HSCR1	9967	5979
RET	MEN2A	9967	5979
RET	MTC1	9967	5979
RET	MEN2B	9967	5979
RET	RET	9967	5979
RETN	FIZZ3	20389	56729
RETN	ADSF	20389	56729
RETN	RETN1	20389	56729
RETN	RETN	20389	56729
RETNLB	HXCP2	20388	84666
RETNLB	FIZZ2	20388	84666
RETNLB	RELMb	20388	84666
RETNLB	RETNLB	20388	84666
RETREG1	FLJ20152	25964	54463
RETREG1	JK1	25964	54463
RETREG1	FAM134B	25964	54463
RETREG1	RETREG1	25964	54463
RETREG2	MGC3035	28450	79137
RETREG2	MAG-2	28450	79137
RETREG2	C2orf17	28450	79137
RETREG2	FAM134A	28450	79137
RETREG2	RETREG2	28450	79137
RETREG3	DKFZp686B1036	27258	162427
RETREG3	FLJ33806	27258	162427
RETREG3	FAM134C	27258	162427
RETREG3	RETREG3	27258	162427
RETSAT	FLJ20296	25991	54884
RETSAT	RETSAT	25991	54884
REV1	REV1L	14060	51455
REV1	REV1	14060	51455
REV3L	POLZ	9968	5980
REV3L	REV3	9968	5980
REV3L	REV3L	9968	5980
REV3L-IT1	REV3L-IT1	41377	106478974
REX1BD	FLJ20850	26098	55049
REX1BD	FLJ30108	26098	55049
REX1BD	FLJ34606	26098	55049
REX1BD	FLJ37391	26098	55049
REX1BD	C19orf60	26098	55049
REX1BD	REX1BD	26098	55049
REXO1	EloA-BP1	24616	57455
REXO1	KIAA1138	24616	57455
REXO1	TCEB3BP1	24616	57455
REXO1	REXO1	24616	57455
REXO1L10P	REXO1L10P	44433	100288500
REXO1L11P	REXO1L11P	44434	100288470
REXO1L12P	REXO1L12P	44435	100289448
REXO1L1P	GOR	24660	254958
REXO1L1P	REXO1L1	24660	254958
REXO1L1P	REXO1L1P	24660	254958
REXO1L2P	REXO1L2P	32239	100288527
REXO1L3P	REXO1L3P	32240	441359
REXO1L4P	REXO1L4P	32241	653042
REXO1L5P	REXO1L5P	32242	107986879
REXO1L6P	REXO1L7P	32243	441362
REXO1L6P	REXO1L6P	32243	441362
REXO1L8P	REXO1L8	35429	392242
REXO1L8P	REXO1L8P	35429	392242
REXO1L9P	REXO1L9P	44432	100506246
REXO2	DKFZP566E144	17851	25996
REXO2	CGI-114	17851	25996
REXO2	REXO2	17851	25996
REXO4	hPMC2	12820	57109
REXO4	XPMC2H	12820	57109
REXO4	REXO4	12820	57109
REXO5	NEF-sp	24661	81691
REXO5	REXO5	24661	81691
RFC1	PO-GA	9969	5981
RFC1	RFC140	9969	5981
RFC1	MHCBFB	9969	5981
RFC1	RFC1	9969	5981
RFC2	RFC40	9970	5982
RFC2	RFC2	9970	5982
RFC3	RFC38	9971	5983
RFC3	MGC5276	9971	5983
RFC3	RFC3	9971	5983
RFC3P1	RFC3P1	44531	100131711
RFC4	RFC37	9972	5984
RFC4	RFC4	9972	5984
RFC5	RFC36	9973	5985
RFC5	RFC5	9973	5985
RFC5P1	RFC5P1	50450	100421549
RFESD	RFESD	29587	317671
RFESDP1	RFESDP1	39420	100129167
RFFL	rififylin	24821	117584
RFFL	fring	24821	117584
RFFL	RNF189	24821	117584
RFFL	RNF34L	24821	117584
RFFL	CARP-2	24821	117584
RFFL	RFFL	24821	117584
RFK	FLJ11149	30324	55312
RFK	RIFK	30324	55312
RFK	RFK	30324	55312
RFKP1	RFKP1	39181	100313962
RFKP2	RFKP2	39182	100132753
RFLNA	FLJ44614	27051	144347
RFLNA	Cfm2	27051	144347
RFLNA	RefilinA	27051	144347
RFLNA	FAM101A	27051	144347
RFLNA	RFLNA	27051	144347
RFLNB	MGC45871	28705	359845
RFLNB	RefilinB	28705	359845
RFLNB	Cfm1	28705	359845
RFLNB	FAM101B	28705	359845
RFLNB	RFLNB	28705	359845
RFNG	RFNG	9974	5986
RFPL1	RNF78	9977	5988
RFPL1	RFPL1	9977	5988
RFPL1S	RFPL1-AS	9978	10740
RFPL1S	NCRNA00006	9978	10740
RFPL1S	RFPL1-AS1	9978	10740
RFPL1S	RFPL1S	9978	10740
RFPL2	RNF79	9979	10739
RFPL2	RFPL2	9979	10739
RFPL3	RNF120	9980	10738
RFPL3	RFPL3	9980	10738
RFPL3S	RFPL3-AS	9981	10737
RFPL3S	NCRNA00005	9981	10737
RFPL3S	RFPL3-AS1	9981	10737
RFPL3S	RFPL3S	9981	10737
RFPL4A	RNF210	16449	342931
RFPL4A	RFPL4	16449	342931
RFPL4A	RFPL4A	16449	342931
RFPL4AL1	RNF210B	45147	729974
RFPL4AL1	RFPL4AL1	45147	729974
RFPL4AP1	RFPL4AP1	45138	646663
RFPL4AP2	RFPL4AP2	45145	100420059
RFPL4AP3	RFPL4AP3	45139	106480810
RFPL4AP4	RFPL4AP4	45140	100420036
RFPL4AP5	RFPL4AP5	45144	100420058
RFPL4AP6	RFPL4AP6	45142	100130079
RFPL4AP7	RFPL4AP7	45143	100420055
RFPL4B	RNF211	33264	442247
RFPL4B	RFPL4B	33264	442247
RFT1	CDG1N	30220	91869
RFT1	RFT1	30220	91869
RFTN1	MIG2	30278	23180
